record_id,rna_id,source_model,status,sequence_length,gt_pair_count,predicted_pair_count,pair_scores_available,raw_pair_score_path,raw_pair_score_sha256,raw_pair_score_sha256_after,raw_pair_score_unchanged,normalized_pair_score_path,normalized_pair_score_sha256,normalized_pair_score_size_bytes,score_shape,score_dtype,diagonal_nonzero_count_before,diagonal_min_before,diagonal_max_before,max_asymmetry_before,min_score_before,max_score_before,diagonal_nonzero_count_after,max_asymmetry_after,min_score_after,max_score_after,max_off_diagonal_absolute_change,warnings,failure_reason
legacy121_v1__5uzt_31_hp_nmr_a__legacy_gt__rnafold__historical_legacy121_v1,5UZT_31_hp_nmr_A,rnafold,valid,31,10,13,false,,,,,,,,,,,,,,,,,,,,,family_split_metadata_unavailable;historical_model_version_unknown;historical_output_unknown_decoder_settings;raw_sequence_lowercase,
legacy121_v1__5uzt_31_hp_nmr_a__legacy_gt__petfold__historical_legacy121_v1,5UZT_31_hp_nmr_A,petfold,valid,31,10,13,false,,,,,,,,,,,,,,,,,,,,,family_split_metadata_unavailable;historical_model_version_unknown;historical_output_unknown_decoder_settings;petfold_historical_alignment_input_unknown;raw_sequence_lowercase,
legacy121_v1__5uzt_31_hp_nmr_a__legacy_gt__trrosettarna2_native_ss__historical_legacy121_v1,5UZT_31_hp_nmr_A,trrosettarna2_native_ss,valid,31,10,10,true,/root/autodl-tmp/models/trRosettaRNA2/data/ss_native/5UZT_31_hp_nmr_A/5UZT_31_hp_nmr_A_ss_prob.npz,f7f03cb225c8dd654a730723bcd8365a0f2f75b5d9bcaab95ffd9778654c5816,f7f03cb225c8dd654a730723bcd8365a0f2f75b5d9bcaab95ffd9778654c5816,true,pair_scores/legacy121_v1__5uzt_31_hp_nmr_a__legacy_gt__trrosettarna2_native_ss__historical_legacy121_v1.npz,db0e6c557d905623d89e78ca812971138313da368652634d35b2017b7b9ac40c,2834,31x31,float32,31,1.021161779135582e-06,2.9035634270258015e-06,0.0,9.64185232987802e-07,0.9999825954437256,0,0.0,0.0,0.9999825954437256,0.0,family_split_metadata_unavailable;historical_model_version_unknown;historical_output_unknown_decoder_settings;raw_sequence_lowercase;trrna2_historical_checkpoint_identity_unknown,
legacy121_v1__5v16_41_hpbulge_nmr_a__legacy_gt__rnafold__historical_legacy121_v1,5V16_41_hpbulge_nmr_A,rnafold,valid,41,15,15,false,,,,,,,,,,,,,,,,,,,,,family_split_metadata_unavailable;historical_model_version_unknown;historical_output_unknown_decoder_settings;raw_sequence_lowercase,
legacy121_v1__5v16_41_hpbulge_nmr_a__legacy_gt__petfold__historical_legacy121_v1,5V16_41_hpbulge_nmr_A,petfold,valid,41,15,15,false,,,,,,,,,,,,,,,,,,,,,family_split_metadata_unavailable;historical_model_version_unknown;historical_output_unknown_decoder_settings;petfold_historical_alignment_input_unknown;raw_sequence_lowercase,
legacy121_v1__5v16_41_hpbulge_nmr_a__legacy_gt__trrosettarna2_native_ss__historical_legacy121_v1,5V16_41_hpbulge_nmr_A,trrosettarna2_native_ss,valid,41,15,16,true,/root/autodl-tmp/models/trRosettaRNA2/data/ss_native/5V16_41_hpbulge_nmr_A/5V16_41_hpbulge_nmr_A_ss_prob.npz,8ceb3c7e357af4c7d3e27f4f1286ff128151935524d97593898bae4d8ff7554f,8ceb3c7e357af4c7d3e27f4f1286ff128151935524d97593898bae4d8ff7554f,true,pair_scores/legacy121_v1__5v16_41_hpbulge_nmr_a__legacy_gt__trrosettarna2_native_ss__historical_legacy121_v1.npz,683bb5ff590afa7914d67cc69c4ea7fcd99658943a3536723452d669ffbb2e8f,4930,41x41,float32,41,9.934431091096485e-07,1.0253915206703823e-05,0.0,9.708143124953494e-07,0.9999637007713318,0,0.0,0.0,0.9999637007713318,0.0,family_split_metadata_unavailable;historical_model_version_unknown;historical_output_unknown_decoder_settings;raw_sequence_lowercase;trrna2_historical_checkpoint_identity_unknown,
legacy121_v1__5wq1_23_hp_nmr_a__legacy_gt__rnafold__historical_legacy121_v1,5WQ1_23_hp_nmr_A,rnafold,valid,23,9,9,false,,,,,,,,,,,,,,,,,,,,,family_split_metadata_unavailable;historical_model_version_unknown;historical_output_unknown_decoder_settings;raw_sequence_lowercase,
legacy121_v1__5wq1_23_hp_nmr_a__legacy_gt__petfold__historical_legacy121_v1,5WQ1_23_hp_nmr_A,petfold,valid,23,9,9,false,,,,,,,,,,,,,,,,,,,,,family_split_metadata_unavailable;historical_model_version_unknown;historical_output_unknown_decoder_settings;petfold_historical_alignment_input_unknown;raw_sequence_lowercase,
legacy121_v1__5wq1_23_hp_nmr_a__legacy_gt__trrosettarna2_native_ss__historical_legacy121_v1,5WQ1_23_hp_nmr_A,trrosettarna2_native_ss,valid,23,9,9,true,/root/autodl-tmp/models/trRosettaRNA2/data/ss_native/5WQ1_23_hp_nmr_A/5WQ1_23_hp_nmr_A_ss_prob.npz,7a986c5353c788f486d96343107cd03e85e440a326be606afedb06e0e52588a3,7a986c5353c788f486d96343107cd03e85e440a326be606afedb06e0e52588a3,true,pair_scores/legacy121_v1__5wq1_23_hp_nmr_a__legacy_gt__trrosettarna2_native_ss__historical_legacy121_v1.npz,5a67420325731cd7ff5435fe4894e73dadf3b51c524cf4ab7cef03fe556299e9,1629,23x23,float32,23,1.0412134088255698e-06,1.6849087387527106e-06,0.0,9.807315564103192e-07,0.9999836683273315,0,0.0,0.0,0.9999836683273315,0.0,family_split_metadata_unavailable;historical_model_version_unknown;historical_output_unknown_decoder_settings;raw_sequence_lowercase;trrna2_historical_checkpoint_identity_unknown,
legacy121_v1__6hyk_31_hpbulge_nmr_a__legacy_gt__rnafold__historical_legacy121_v1,6HYK_31_hpbulge_nmr_A,rnafold,valid,31,9,9,false,,,,,,,,,,,,,,,,,,,,,family_split_metadata_unavailable;historical_model_version_unknown;historical_output_unknown_decoder_settings;raw_sequence_lowercase,
legacy121_v1__6hyk_31_hpbulge_nmr_a__legacy_gt__petfold__historical_legacy121_v1,6HYK_31_hpbulge_nmr_A,petfold,valid,31,9,9,false,,,,,,,,,,,,,,,,,,,,,family_split_metadata_unavailable;historical_model_version_unknown;historical_output_unknown_decoder_settings;petfold_historical_alignment_input_unknown;raw_sequence_lowercase,
legacy121_v1__6hyk_31_hpbulge_nmr_a__legacy_gt__trrosettarna2_native_ss__historical_legacy121_v1,6HYK_31_hpbulge_nmr_A,trrosettarna2_native_ss,valid,31,9,13,true,/root/autodl-tmp/models/trRosettaRNA2/data/ss_native/6HYK_31_hpbulge_nmr_A/6HYK_31_hpbulge_nmr_A_ss_prob.npz,a77ba867cd4bd9e1e1ce09e34a4f196461700316f2e4a2363fc2b595b4009a65,a77ba867cd4bd9e1e1ce09e34a4f196461700316f2e4a2363fc2b595b4009a65,true,pair_scores/legacy121_v1__6hyk_31_hpbulge_nmr_a__legacy_gt__trrosettarna2_native_ss__historical_legacy121_v1.npz,b59c2821c44323fa09080dd5601b22829a95d3665089df01149fb6773f3e1e5b,2809,31x31,float32,31,9.966986453946447e-07,2.555836999817984e-06,0.0,9.761467936186818e-07,0.9999822974205017,0,0.0,0.0,0.9999822974205017,0.0,family_split_metadata_unavailable;historical_model_version_unknown;historical_output_unknown_decoder_settings;raw_sequence_lowercase;trrna2_historical_checkpoint_identity_unknown,
legacy121_v1__6noa_56_hp_nmr_a__legacy_gt__rnafold__historical_legacy121_v1,6NOA_56_hp_nmr_A,rnafold,valid,56,17,17,false,,,,,,,,,,,,,,,,,,,,,family_split_metadata_unavailable;historical_model_version_unknown;historical_output_unknown_decoder_settings;raw_sequence_lowercase,
legacy121_v1__6noa_56_hp_nmr_a__legacy_gt__petfold__historical_legacy121_v1,6NOA_56_hp_nmr_A,petfold,valid,56,17,17,false,,,,,,,,,,,,,,,,,,,,,family_split_metadata_unavailable;historical_model_version_unknown;historical_output_unknown_decoder_settings;petfold_historical_alignment_input_unknown;raw_sequence_lowercase,
legacy121_v1__6noa_56_hp_nmr_a__legacy_gt__trrosettarna2_native_ss__historical_legacy121_v1,6NOA_56_hp_nmr_A,trrosettarna2_native_ss,valid,56,17,19,true,/root/autodl-tmp/models/trRosettaRNA2/data/ss_native/6NOA_56_hp_nmr_A/6NOA_56_hp_nmr_A_ss_prob.npz,1c053423d986b32848a7030ce80d0dea25e5ab9cea7b264a4ac1b3164e533f10,1c053423d986b32848a7030ce80d0dea25e5ab9cea7b264a4ac1b3164e533f10,true,pair_scores/legacy121_v1__6noa_56_hp_nmr_a__legacy_gt__trrosettarna2_native_ss__historical_legacy121_v1.npz,14f50efb61f6eca714daeeacc6eb7410579463c8c46bf41a06f9f939094e1d18,9034,56x56,float32,56,1.044303530761681e-06,3.560555342119187e-06,0.0,9.646994385548169e-07,0.9999753832817078,0,0.0,0.0,0.9999753832817078,0.0,family_split_metadata_unavailable;historical_model_version_unknown;historical_output_unknown_decoder_settings;raw_sequence_lowercase;trrna2_historical_checkpoint_identity_unknown,
legacy121_v1__6pk9_20_hp_nmr_a__legacy_gt__rnafold__historical_legacy121_v1,6PK9_20_hp_nmr_A,rnafold,valid,20,7,7,false,,,,,,,,,,,,,,,,,,,,,family_split_metadata_unavailable;historical_model_version_unknown;historical_output_unknown_decoder_settings;raw_sequence_lowercase,
legacy121_v1__6pk9_20_hp_nmr_a__legacy_gt__petfold__historical_legacy121_v1,6PK9_20_hp_nmr_A,petfold,valid,20,7,7,false,,,,,,,,,,,,,,,,,,,,,family_split_metadata_unavailable;historical_model_version_unknown;historical_output_unknown_decoder_settings;petfold_historical_alignment_input_unknown;raw_sequence_lowercase,
legacy121_v1__6pk9_20_hp_nmr_a__legacy_gt__trrosettarna2_native_ss__historical_legacy121_v1,6PK9_20_hp_nmr_A,trrosettarna2_native_ss,valid,20,7,7,true,/root/autodl-tmp/models/trRosettaRNA2/data/ss_native/6PK9_20_hp_nmr_A/6PK9_20_hp_nmr_A_ss_prob.npz,78ffcb1b23ae5bbbf7f1bbe8a10305aacbd681e47d66113b4dbe95a5fdbd8401,78ffcb1b23ae5bbbf7f1bbe8a10305aacbd681e47d66113b4dbe95a5fdbd8401,true,pair_scores/legacy121_v1__6pk9_20_hp_nmr_a__legacy_gt__trrosettarna2_native_ss__historical_legacy121_v1.npz,192023a153c417ec75642d78ff1a9223a5d199310f409feab01be609155366c6,1298,20x20,float32,20,9.822537094805739e-07,2.4438704713247716e-06,0.0,9.68592075878405e-07,0.9999817609786987,0,0.0,0.0,0.9999817609786987,0.0,family_split_metadata_unavailable;historical_model_version_unknown;historical_output_unknown_decoder_settings;raw_sequence_lowercase;trrna2_historical_checkpoint_identity_unknown,
legacy121_v1__6u79_37_hp_nmr_a__legacy_gt__rnafold__historical_legacy121_v1,6U79_37_hp_nmr_A,rnafold,valid,37,15,15,false,,,,,,,,,,,,,,,,,,,,,family_split_metadata_unavailable;historical_model_version_unknown;historical_output_unknown_decoder_settings;raw_sequence_lowercase,
legacy121_v1__6u79_37_hp_nmr_a__legacy_gt__petfold__historical_legacy121_v1,6U79_37_hp_nmr_A,petfold,valid,37,15,15,false,,,,,,,,,,,,,,,,,,,,,family_split_metadata_unavailable;historical_model_version_unknown;historical_output_unknown_decoder_settings;petfold_historical_alignment_input_unknown;raw_sequence_lowercase,
legacy121_v1__6u79_37_hp_nmr_a__legacy_gt__trrosettarna2_native_ss__historical_legacy121_v1,6U79_37_hp_nmr_A,trrosettarna2_native_ss,valid,37,15,15,true,/root/autodl-tmp/models/trRosettaRNA2/data/ss_native/6U79_37_hp_nmr_A/6U79_37_hp_nmr_A_ss_prob.npz,a819a43d2dcc7cf7430f38fbc78589b6f9a21f6561d7eb0ea1343e2c16bbba5f,a819a43d2dcc7cf7430f38fbc78589b6f9a21f6561d7eb0ea1343e2c16bbba5f,true,pair_scores/legacy121_v1__6u79_37_hp_nmr_a__legacy_gt__trrosettarna2_native_ss__historical_legacy121_v1.npz,c3682eea58756e6ca8cb96930731b1bc6e72b289ddd5bd444df2b78f16ea8913,3935,37x37,float32,37,1.0030182693299139e-06,3.273377842560876e-06,0.0,9.556555369272246e-07,0.9999832510948181,0,0.0,0.0,0.9999832510948181,0.0,family_split_metadata_unavailable;historical_model_version_unknown;historical_output_unknown_decoder_settings;raw_sequence_lowercase;trrna2_historical_checkpoint_identity_unknown,
legacy121_v1__6ues_119_4wjpseudoknot_cryoem_a__legacy_gt__rnafold__historical_legacy121_v1,6UES_119_4wjpseudoknot_cryoEM_A,rnafold,valid,119,43,38,false,,,,,,,,,,,,,,,,,,,,,family_split_metadata_unavailable;historical_model_version_unknown;historical_output_unknown_decoder_settings;raw_sequence_lowercase,
legacy121_v1__6ues_119_4wjpseudoknot_cryoem_a__legacy_gt__petfold__historical_legacy121_v1,6UES_119_4wjpseudoknot_cryoEM_A,petfold,valid,119,43,39,false,,,,,,,,,,,,,,,,,,,,,family_split_metadata_unavailable;historical_model_version_unknown;historical_output_unknown_decoder_settings;petfold_historical_alignment_input_unknown;raw_sequence_lowercase,
legacy121_v1__6ues_119_4wjpseudoknot_cryoem_a__legacy_gt__trrosettarna2_native_ss__historical_legacy121_v1,6UES_119_4wjpseudoknot_cryoEM_A,trrosettarna2_native_ss,valid,119,43,47,true,/root/autodl-tmp/models/trRosettaRNA2/data/ss_native/6UES_119_4wjpseudoknot_cryoEM_A/6UES_119_4wjpseudoknot_cryoEM_A_ss_prob.npz,aa2932158a57366ccb9ecc79542917136e899a484f6be72e0ed0a36f6558135e,aa2932158a57366ccb9ecc79542917136e899a484f6be72e0ed0a36f6558135e,true,pair_scores/legacy121_v1__6ues_119_4wjpseudoknot_cryoem_a__legacy_gt__trrosettarna2_native_ss__historical_legacy121_v1.npz,f11bebdbecb8e95c2cc5692615d72b0b67843f959d89e4908c33dd34735de942,44636,119x119,float32,119,1.1116226232843474e-06,1.15029833978042e-05,0.0,1.1027409527741838e-06,0.99720299243927,0,0.0,0.0,0.99720299243927,0.0,family_split_metadata_unavailable;historical_model_version_unknown;historical_output_unknown_decoder_settings;raw_sequence_lowercase;trrna2_historical_checkpoint_identity_unknown,
legacy121_v1__6var_61_hpbulge_nmr_a__legacy_gt__rnafold__historical_legacy121_v1,6VAR_61_hpbulge_nmr_A,rnafold,valid,61,22,24,false,,,,,,,,,,,,,,,,,,,,,family_split_metadata_unavailable;historical_model_version_unknown;historical_output_unknown_decoder_settings;raw_sequence_lowercase,
legacy121_v1__6var_61_hpbulge_nmr_a__legacy_gt__petfold__historical_legacy121_v1,6VAR_61_hpbulge_nmr_A,petfold,valid,61,22,24,false,,,,,,,,,,,,,,,,,,,,,family_split_metadata_unavailable;historical_model_version_unknown;historical_output_unknown_decoder_settings;petfold_historical_alignment_input_unknown;raw_sequence_lowercase,
legacy121_v1__6var_61_hpbulge_nmr_a__legacy_gt__trrosettarna2_native_ss__historical_legacy121_v1,6VAR_61_hpbulge_nmr_A,trrosettarna2_native_ss,valid,61,22,23,true,/root/autodl-tmp/models/trRosettaRNA2/data/ss_native/6VAR_61_hpbulge_nmr_A/6VAR_61_hpbulge_nmr_A_ss_prob.npz,235f5a25a46cd36420c8d373479426f443f4e921c9e73167a6c109b46227d964,235f5a25a46cd36420c8d373479426f443f4e921c9e73167a6c109b46227d964,true,pair_scores/legacy121_v1__6var_61_hpbulge_nmr_a__legacy_gt__trrosettarna2_native_ss__historical_legacy121_v1.npz,c9b01dd06126a8d7bb9cc27e44af447cb82ec1c20d351831c8364db828f22357,10781,61x61,float32,61,1.0076539638248505e-06,2.2832468857814092e-06,0.0,9.63114871410653e-07,0.9999746084213257,0,0.0,0.0,0.9999746084213257,0.0,family_split_metadata_unavailable;historical_model_version_unknown;historical_output_unknown_decoder_settings;raw_sequence_lowercase;trrna2_historical_checkpoint_identity_unknown,
legacy121_v1__6w3m_41_hp_nmr_a__legacy_gt__rnafold__historical_legacy121_v1,6W3M_41_hp_nmr_A,rnafold,valid,41,15,15,false,,,,,,,,,,,,,,,,,,,,,family_split_metadata_unavailable;historical_model_version_unknown;historical_output_unknown_decoder_settings;raw_sequence_lowercase,
legacy121_v1__6w3m_41_hp_nmr_a__legacy_gt__petfold__historical_legacy121_v1,6W3M_41_hp_nmr_A,petfold,valid,41,15,15,false,,,,,,,,,,,,,,,,,,,,,family_split_metadata_unavailable;historical_model_version_unknown;historical_output_unknown_decoder_settings;petfold_historical_alignment_input_unknown;raw_sequence_lowercase,
legacy121_v1__6w3m_41_hp_nmr_a__legacy_gt__trrosettarna2_native_ss__historical_legacy121_v1,6W3M_41_hp_nmr_A,trrosettarna2_native_ss,valid,41,15,16,true,/root/autodl-tmp/models/trRosettaRNA2/data/ss_native/6W3M_41_hp_nmr_A/6W3M_41_hp_nmr_A_ss_prob.npz,c41e26276912296a9c087f5d00a7954662029ade354eef863d0580bce3f74fbd,c41e26276912296a9c087f5d00a7954662029ade354eef863d0580bce3f74fbd,true,pair_scores/legacy121_v1__6w3m_41_hp_nmr_a__legacy_gt__trrosettarna2_native_ss__historical_legacy121_v1.npz,37b6680558b65f88ff5578915067017171f3843e21dbfd014429c2e4251b531b,4829,41x41,float32,41,1.0000308066082653e-06,2.0539569050015416e-06,0.0,9.631942248233827e-07,0.9999818801879883,0,0.0,0.0,0.9999818801879883,0.0,family_split_metadata_unavailable;historical_model_version_unknown;historical_output_unknown_decoder_settings;raw_sequence_lowercase;trrna2_historical_checkpoint_identity_unknown,
legacy121_v1__7dd4_35_dumbbell_nmr_a__legacy_gt__rnafold__historical_legacy121_v1,7DD4_35_dumbbell_nmr_A,rnafold,valid,36,13,13,false,,,,,,,,,,,,,,,,,,,,,family_split_metadata_unavailable;historical_model_version_unknown;historical_output_unknown_decoder_settings;raw_sequence_lowercase,
legacy121_v1__7dd4_35_dumbbell_nmr_a__legacy_gt__petfold__historical_legacy121_v1,7DD4_35_dumbbell_nmr_A,petfold,valid,36,13,13,false,,,,,,,,,,,,,,,,,,,,,family_split_metadata_unavailable;historical_model_version_unknown;historical_output_unknown_decoder_settings;petfold_historical_alignment_input_unknown;raw_sequence_lowercase,
legacy121_v1__7dd4_35_dumbbell_nmr_a__legacy_gt__trrosettarna2_native_ss__historical_legacy121_v1,7DD4_35_dumbbell_nmr_A,trrosettarna2_native_ss,valid,36,13,15,true,/root/autodl-tmp/models/trRosettaRNA2/data/ss_native/7DD4_35_dumbbell_nmr_A/7DD4_35_dumbbell_nmr_A_ss_prob.npz,220b744dbbe3fb0a5f59df4f94b1b44af17cac73154927ddf97fccc1ea3847d9,220b744dbbe3fb0a5f59df4f94b1b44af17cac73154927ddf97fccc1ea3847d9,true,pair_scores/legacy121_v1__7dd4_35_dumbbell_nmr_a__legacy_gt__trrosettarna2_native_ss__historical_legacy121_v1.npz,57e31778feb57cef5df7207261bd6ec7d12a936f5a29e265ff2a95c2f3c8cc5f,3740,36x36,float32,36,1.0059507076221053e-06,5.397997938416665e-06,0.0,9.557809335092315e-07,0.9999808073043823,0,0.0,0.0,0.9999808073043823,0.0,family_split_metadata_unavailable;historical_model_version_unknown;historical_output_unknown_decoder_settings;raw_sequence_lowercase;trrna2_historical_checkpoint_identity_unknown,
legacy121_v1__7k4l_36_hp_nmr_a__legacy_gt__rnafold__historical_legacy121_v1,7K4L_36_hp_nmr_A,rnafold,valid,36,12,12,false,,,,,,,,,,,,,,,,,,,,,family_split_metadata_unavailable;historical_model_version_unknown;historical_output_unknown_decoder_settings;raw_sequence_lowercase,
legacy121_v1__7k4l_36_hp_nmr_a__legacy_gt__petfold__historical_legacy121_v1,7K4L_36_hp_nmr_A,petfold,valid,36,12,12,false,,,,,,,,,,,,,,,,,,,,,family_split_metadata_unavailable;historical_model_version_unknown;historical_output_unknown_decoder_settings;petfold_historical_alignment_input_unknown;raw_sequence_lowercase,
legacy121_v1__7k4l_36_hp_nmr_a__legacy_gt__trrosettarna2_native_ss__historical_legacy121_v1,7K4L_36_hp_nmr_A,trrosettarna2_native_ss,valid,36,12,13,true,/root/autodl-tmp/models/trRosettaRNA2/data/ss_native/7K4L_36_hp_nmr_A/7K4L_36_hp_nmr_A_ss_prob.npz,759097b1e237d21010ece37a1784dc78e32978e3a66cdad874a701ba0c6aca3a,759097b1e237d21010ece37a1784dc78e32978e3a66cdad874a701ba0c6aca3a,true,pair_scores/legacy121_v1__7k4l_36_hp_nmr_a__legacy_gt__trrosettarna2_native_ss__historical_legacy121_v1.npz,849737fee517c433249ec4ab032f0bb497d1fd73aba91066148d67ef1e0683a4,3758,36x36,float32,36,1.0076103080791654e-06,1.6245161305050715e-06,0.0,9.60130023486272e-07,0.9999827146530151,0,0.0,0.0,0.9999827146530151,0.0,family_split_metadata_unavailable;historical_model_version_unknown;historical_output_unknown_decoder_settings;raw_sequence_lowercase;trrna2_historical_checkpoint_identity_unknown,
legacy121_v1__7kub_60_hp_nmr_a__legacy_gt__rnafold__historical_legacy121_v1,7KUB_60_hp_nmr_A,rnafold,valid,60,23,23,false,,,,,,,,,,,,,,,,,,,,,family_split_metadata_unavailable;historical_model_version_unknown;historical_output_unknown_decoder_settings;raw_sequence_lowercase,
legacy121_v1__7kub_60_hp_nmr_a__legacy_gt__petfold__historical_legacy121_v1,7KUB_60_hp_nmr_A,petfold,valid,60,23,23,false,,,,,,,,,,,,,,,,,,,,,family_split_metadata_unavailable;historical_model_version_unknown;historical_output_unknown_decoder_settings;petfold_historical_alignment_input_unknown;raw_sequence_lowercase,
legacy121_v1__7kub_60_hp_nmr_a__legacy_gt__trrosettarna2_native_ss__historical_legacy121_v1,7KUB_60_hp_nmr_A,trrosettarna2_native_ss,valid,60,23,23,true,/root/autodl-tmp/models/trRosettaRNA2/data/ss_native/7KUB_60_hp_nmr_A/7KUB_60_hp_nmr_A_ss_prob.npz,d366a28e7dac091d3b4bfcfe791f7b7bf663d8f6c914a1940f426e6ab4a7015c,d366a28e7dac091d3b4bfcfe791f7b7bf663d8f6c914a1940f426e6ab4a7015c,true,pair_scores/legacy121_v1__7kub_60_hp_nmr_a__legacy_gt__trrosettarna2_native_ss__historical_legacy121_v1.npz,d549c513cf83ec81ba5a230db027e0ef7505f78486d5998146a7222ac5ad1ac4,10544,60x60,float32,60,9.97740698949201e-07,2.9338686999835772e-06,0.0,9.67790811046143e-07,0.999931275844574,0,0.0,0.0,0.999931275844574,0.0,family_split_metadata_unavailable;historical_model_version_unknown;historical_output_unknown_decoder_settings;raw_sequence_lowercase;trrna2_historical_checkpoint_identity_unknown,
legacy121_v1__7lva_103_3wj_nmr_a__legacy_gt__rnafold__historical_legacy121_v1,7LVA_103_3wj_nmr_A,rnafold,valid,103,32,31,false,,,,,,,,,,,,,,,,,,,,,family_split_metadata_unavailable;historical_model_version_unknown;historical_output_unknown_decoder_settings;raw_sequence_lowercase,
legacy121_v1__7lva_103_3wj_nmr_a__legacy_gt__petfold__historical_legacy121_v1,7LVA_103_3wj_nmr_A,petfold,valid,103,32,31,false,,,,,,,,,,,,,,,,,,,,,family_split_metadata_unavailable;historical_model_version_unknown;historical_output_unknown_decoder_settings;petfold_historical_alignment_input_unknown;raw_sequence_lowercase,
legacy121_v1__7lva_103_3wj_nmr_a__legacy_gt__trrosettarna2_native_ss__historical_legacy121_v1,7LVA_103_3wj_nmr_A,trrosettarna2_native_ss,valid,103,32,35,true,/root/autodl-tmp/models/trRosettaRNA2/data/ss_native/7LVA_103_3wj_nmr_A/7LVA_103_3wj_nmr_A_ss_prob.npz,a950f6ea6ffe56d870a7e6c99edd0ffde1446bce8556270d98a693872374c608,a950f6ea6ffe56d870a7e6c99edd0ffde1446bce8556270d98a693872374c608,true,pair_scores/legacy121_v1__7lva_103_3wj_nmr_a__legacy_gt__trrosettarna2_native_ss__historical_legacy121_v1.npz,8e83c6806f4b4968c35c381679c4bd4bee268b6c98a48eaaaf0bd13090e963e9,32212,103x103,float32,103,1.0644778285495704e-06,4.144951162743382e-06,0.0,1.0111539268109482e-06,0.9997493624687195,0,0.0,0.0,0.9997493624687195,0.0,family_split_metadata_unavailable;historical_model_version_unknown;historical_output_unknown_decoder_settings;raw_sequence_lowercase;trrna2_historical_checkpoint_identity_unknown,
legacy121_v1__7lyg_142_4wj_xray_a__legacy_gt__rnafold__historical_legacy121_v1,7LYG_142_4wj_xray_A,rnafold,valid,142,46,50,false,,,,,,,,,,,,,,,,,,,,,family_split_metadata_unavailable;historical_model_version_unknown;historical_output_unknown_decoder_settings;raw_sequence_lowercase,
legacy121_v1__7lyg_142_4wj_xray_a__legacy_gt__petfold__historical_legacy121_v1,7LYG_142_4wj_xray_A,petfold,valid,142,46,50,false,,,,,,,,,,,,,,,,,,,,,family_split_metadata_unavailable;historical_model_version_unknown;historical_output_unknown_decoder_settings;petfold_historical_alignment_input_unknown;raw_sequence_lowercase,
legacy121_v1__7lyg_142_4wj_xray_a__legacy_gt__trrosettarna2_native_ss__historical_legacy121_v1,7LYG_142_4wj_xray_A,trrosettarna2_native_ss,valid,142,46,54,true,/root/autodl-tmp/models/trRosettaRNA2/data/ss_native/7LYG_142_4wj_xray_A/7LYG_142_4wj_xray_A_ss_prob.npz,9f7c32619cc2fcba2a16637463e0218cf2c6b7a1bd368c9f388bbe3c8c81c90d,9f7c32619cc2fcba2a16637463e0218cf2c6b7a1bd368c9f388bbe3c8c81c90d,true,pair_scores/legacy121_v1__7lyg_142_4wj_xray_a__legacy_gt__trrosettarna2_native_ss__historical_legacy121_v1.npz,48d65b45d8fcb4e1aba81023622058e84e612c0819c369456905857b3f61e515,66227,142x142,float32,142,1.2498302339736256e-06,1.4833696695859544e-05,0.0,1.050603259500349e-06,0.9920565485954285,0,0.0,0.0,0.9920565485954285,0.0,family_split_metadata_unavailable;historical_model_version_unknown;historical_output_unknown_decoder_settings;raw_sequence_lowercase;trrna2_historical_checkpoint_identity_unknown,
legacy121_v1__7shx_94_4wj_nmr_a__legacy_gt__rnafold__historical_legacy121_v1,7SHX_94_4wj_nmr_A,rnafold,valid,94,28,31,false,,,,,,,,,,,,,,,,,,,,,family_split_metadata_unavailable;historical_model_version_unknown;historical_output_unknown_decoder_settings;raw_sequence_lowercase,
legacy121_v1__7shx_94_4wj_nmr_a__legacy_gt__petfold__historical_legacy121_v1,7SHX_94_4wj_nmr_A,petfold,valid,94,28,33,false,,,,,,,,,,,,,,,,,,,,,family_split_metadata_unavailable;historical_model_version_unknown;historical_output_unknown_decoder_settings;petfold_historical_alignment_input_unknown;raw_sequence_lowercase,
legacy121_v1__7shx_94_4wj_nmr_a__legacy_gt__trrosettarna2_native_ss__historical_legacy121_v1,7SHX_94_4wj_nmr_A,trrosettarna2_native_ss,valid,94,28,36,true,/root/autodl-tmp/models/trRosettaRNA2/data/ss_native/7SHX_94_4wj_nmr_A/7SHX_94_4wj_nmr_A_ss_prob.npz,77fd5f966724a3f6f9a6283be3d3212d206a899ea78cb45a5bdd5bf43ac060f4,77fd5f966724a3f6f9a6283be3d3212d206a899ea78cb45a5bdd5bf43ac060f4,true,pair_scores/legacy121_v1__7shx_94_4wj_nmr_a__legacy_gt__trrosettarna2_native_ss__historical_legacy121_v1.npz,826792c45dfbae2b8845dfcf4d5e50dff2268644032e4f127411182b04253a25,26191,94x94,float32,94,1.0248303397020209e-06,2.5387776076968294e-06,0.0,9.92506898001011e-07,0.999474048614502,0,0.0,0.0,0.999474048614502,0.0,family_split_metadata_unavailable;historical_model_version_unknown;historical_output_unknown_decoder_settings;raw_sequence_lowercase;trrna2_historical_checkpoint_identity_unknown,
legacy121_v1__7uga_43_hpbulge_nmr_a__legacy_gt__rnafold__historical_legacy121_v1,7UGA_43_hpbulge_nmr_A,rnafold,valid,43,14,14,false,,,,,,,,,,,,,,,,,,,,,family_split_metadata_unavailable;historical_model_version_unknown;historical_output_unknown_decoder_settings;raw_sequence_lowercase,
