manifest_id,rna_id,sequence_length,evidence_channel,density_percent,evidence_seed,noise_level_percent,eligible_universe_size,selected_item_count,minimum_one_applied,source_gt_sha256,manifest_payload_sha256
simulated_evidence_v1__9FO9_33_hp_nmr_A__positive_pair_evidence__density_20__seed_113__noise_00,9FO9_33_hp_nmr_A,33,POSITIVE_PAIR_EVIDENCE,20,113,0,11,2,0,a54c0290b27e875cde30eb66a1ace1d92e5dd6a3e4c0a599ce8a885a4a310410,f24b1dc35b7602b623188fea74fa27878128a13e3f19e81548035b3bd4fa79e2
simulated_evidence_v1__9FO9_33_hp_nmr_A__positive_pair_evidence__density_50__seed_101__noise_00,9FO9_33_hp_nmr_A,33,POSITIVE_PAIR_EVIDENCE,50,101,0,11,6,0,a54c0290b27e875cde30eb66a1ace1d92e5dd6a3e4c0a599ce8a885a4a310410,cf807f1dfb024505ca7f9c73835adc6e32e7b0f935a583455d95fd396a2729e6
simulated_evidence_v1__9FO9_33_hp_nmr_A__positive_pair_evidence__density_50__seed_103__noise_00,9FO9_33_hp_nmr_A,33,POSITIVE_PAIR_EVIDENCE,50,103,0,11,6,0,a54c0290b27e875cde30eb66a1ace1d92e5dd6a3e4c0a599ce8a885a4a310410,c376c000e508ad4fcc6b6c282d9b24451c6ae1830b035c2317f1a1642701ba96
simulated_evidence_v1__9FO9_33_hp_nmr_A__positive_pair_evidence__density_50__seed_107__noise_00,9FO9_33_hp_nmr_A,33,POSITIVE_PAIR_EVIDENCE,50,107,0,11,6,0,a54c0290b27e875cde30eb66a1ace1d92e5dd6a3e4c0a599ce8a885a4a310410,5399b872295cdcfda53d539416693bf7aa29146e4cdece72407823942e69ddf8
simulated_evidence_v1__9FO9_33_hp_nmr_A__positive_pair_evidence__density_50__seed_109__noise_00,9FO9_33_hp_nmr_A,33,POSITIVE_PAIR_EVIDENCE,50,109,0,11,6,0,a54c0290b27e875cde30eb66a1ace1d92e5dd6a3e4c0a599ce8a885a4a310410,dc49817726d5ebc2b0766e2a84bb354be459d5144ad59f952a20f3c66666b42b
simulated_evidence_v1__9FO9_33_hp_nmr_A__positive_pair_evidence__density_50__seed_113__noise_00,9FO9_33_hp_nmr_A,33,POSITIVE_PAIR_EVIDENCE,50,113,0,11,6,0,a54c0290b27e875cde30eb66a1ace1d92e5dd6a3e4c0a599ce8a885a4a310410,9e7cac947671b21d1eac95be6b6f43397f5b4556293678ba48012e6e49b36f5e
simulated_evidence_v1__9FO9_33_hp_nmr_A__unpaired_nucleotide_evidence__density_00__seed_101__noise_00,9FO9_33_hp_nmr_A,33,UNPAIRED_NUCLEOTIDE_EVIDENCE,0,101,0,11,0,0,a54c0290b27e875cde30eb66a1ace1d92e5dd6a3e4c0a599ce8a885a4a310410,13a9d75d83572d241f7231269195cf953c4e2925210ed18eadcca759feec5e43
simulated_evidence_v1__9FO9_33_hp_nmr_A__unpaired_nucleotide_evidence__density_00__seed_103__noise_00,9FO9_33_hp_nmr_A,33,UNPAIRED_NUCLEOTIDE_EVIDENCE,0,103,0,11,0,0,a54c0290b27e875cde30eb66a1ace1d92e5dd6a3e4c0a599ce8a885a4a310410,eeab1f5bc11ccc6d392aeee804c407152b52500feed0fc270a1c1979d5883210
simulated_evidence_v1__9FO9_33_hp_nmr_A__unpaired_nucleotide_evidence__density_00__seed_107__noise_00,9FO9_33_hp_nmr_A,33,UNPAIRED_NUCLEOTIDE_EVIDENCE,0,107,0,11,0,0,a54c0290b27e875cde30eb66a1ace1d92e5dd6a3e4c0a599ce8a885a4a310410,9d701ed9d982754404ccf94eb6f0dff7d196fcc1ab5b04aaa2c65785a150cc7e
simulated_evidence_v1__9FO9_33_hp_nmr_A__unpaired_nucleotide_evidence__density_00__seed_109__noise_00,9FO9_33_hp_nmr_A,33,UNPAIRED_NUCLEOTIDE_EVIDENCE,0,109,0,11,0,0,a54c0290b27e875cde30eb66a1ace1d92e5dd6a3e4c0a599ce8a885a4a310410,49e7f45706e6efba796fec07719cf9dd6e5cc5b6638a145f770c492a3761ca1a
simulated_evidence_v1__9FO9_33_hp_nmr_A__unpaired_nucleotide_evidence__density_00__seed_113__noise_00,9FO9_33_hp_nmr_A,33,UNPAIRED_NUCLEOTIDE_EVIDENCE,0,113,0,11,0,0,a54c0290b27e875cde30eb66a1ace1d92e5dd6a3e4c0a599ce8a885a4a310410,5fd765c8df0b01333b6947172e5b164301afe311b98a15c4b76ea92f0ce487d9
simulated_evidence_v1__9FO9_33_hp_nmr_A__unpaired_nucleotide_evidence__density_01__seed_101__noise_00,9FO9_33_hp_nmr_A,33,UNPAIRED_NUCLEOTIDE_EVIDENCE,1,101,0,11,1,1,a54c0290b27e875cde30eb66a1ace1d92e5dd6a3e4c0a599ce8a885a4a310410,d521991b3acba1f023dea17f263b969ac690c635c95a9a48bfb695581f44cb99
simulated_evidence_v1__9FO9_33_hp_nmr_A__unpaired_nucleotide_evidence__density_01__seed_103__noise_00,9FO9_33_hp_nmr_A,33,UNPAIRED_NUCLEOTIDE_EVIDENCE,1,103,0,11,1,1,a54c0290b27e875cde30eb66a1ace1d92e5dd6a3e4c0a599ce8a885a4a310410,17647c4e876adf3355778875e4f98da12cf3511f6108216a4ce520bb90c6533d
simulated_evidence_v1__9FO9_33_hp_nmr_A__unpaired_nucleotide_evidence__density_01__seed_107__noise_00,9FO9_33_hp_nmr_A,33,UNPAIRED_NUCLEOTIDE_EVIDENCE,1,107,0,11,1,1,a54c0290b27e875cde30eb66a1ace1d92e5dd6a3e4c0a599ce8a885a4a310410,51f7e59d82a3c9a30b6d24afe7d18dfa3d2d2e4df1afc40877d770b301212b45
simulated_evidence_v1__9FO9_33_hp_nmr_A__unpaired_nucleotide_evidence__density_01__seed_109__noise_00,9FO9_33_hp_nmr_A,33,UNPAIRED_NUCLEOTIDE_EVIDENCE,1,109,0,11,1,1,a54c0290b27e875cde30eb66a1ace1d92e5dd6a3e4c0a599ce8a885a4a310410,6c370f2686632872c53bef9bd6651252d15d8d6a3e4520aa6a27281ac16b0f99
simulated_evidence_v1__9FO9_33_hp_nmr_A__unpaired_nucleotide_evidence__density_01__seed_113__noise_00,9FO9_33_hp_nmr_A,33,UNPAIRED_NUCLEOTIDE_EVIDENCE,1,113,0,11,1,1,a54c0290b27e875cde30eb66a1ace1d92e5dd6a3e4c0a599ce8a885a4a310410,6edbabd86690861d5e16e113f67519bd6a40954d25cdfc29ec0280e21ac05c9a
simulated_evidence_v1__9FO9_33_hp_nmr_A__unpaired_nucleotide_evidence__density_05__seed_101__noise_00,9FO9_33_hp_nmr_A,33,UNPAIRED_NUCLEOTIDE_EVIDENCE,5,101,0,11,1,0,a54c0290b27e875cde30eb66a1ace1d92e5dd6a3e4c0a599ce8a885a4a310410,a86141bb06960366a31f0ee46691e8cd29eb3716ea25932941648b7ef036e15e
simulated_evidence_v1__9FO9_33_hp_nmr_A__unpaired_nucleotide_evidence__density_05__seed_103__noise_00,9FO9_33_hp_nmr_A,33,UNPAIRED_NUCLEOTIDE_EVIDENCE,5,103,0,11,1,0,a54c0290b27e875cde30eb66a1ace1d92e5dd6a3e4c0a599ce8a885a4a310410,60a84641e18eb6ecc9128cbc54b45987b53283327dc5b5f9a584c46651950d5e
simulated_evidence_v1__9FO9_33_hp_nmr_A__unpaired_nucleotide_evidence__density_05__seed_107__noise_00,9FO9_33_hp_nmr_A,33,UNPAIRED_NUCLEOTIDE_EVIDENCE,5,107,0,11,1,0,a54c0290b27e875cde30eb66a1ace1d92e5dd6a3e4c0a599ce8a885a4a310410,eaf2c6581610f77a2b81a8a89bbaf828b7293789603fe066d4ce4622f6471612
simulated_evidence_v1__9FO9_33_hp_nmr_A__unpaired_nucleotide_evidence__density_05__seed_109__noise_00,9FO9_33_hp_nmr_A,33,UNPAIRED_NUCLEOTIDE_EVIDENCE,5,109,0,11,1,0,a54c0290b27e875cde30eb66a1ace1d92e5dd6a3e4c0a599ce8a885a4a310410,1a9cfd19246935d042dcbba6643ea7b4bd99dfdb162da071740421e7d114b209
simulated_evidence_v1__9FO9_33_hp_nmr_A__unpaired_nucleotide_evidence__density_05__seed_113__noise_00,9FO9_33_hp_nmr_A,33,UNPAIRED_NUCLEOTIDE_EVIDENCE,5,113,0,11,1,0,a54c0290b27e875cde30eb66a1ace1d92e5dd6a3e4c0a599ce8a885a4a310410,695e3c06e8648d6adcbd190e1b73a7b12da867dda7ad1855fd4e66e77cf267c4
simulated_evidence_v1__9FO9_33_hp_nmr_A__unpaired_nucleotide_evidence__density_10__seed_101__noise_00,9FO9_33_hp_nmr_A,33,UNPAIRED_NUCLEOTIDE_EVIDENCE,10,101,0,11,1,0,a54c0290b27e875cde30eb66a1ace1d92e5dd6a3e4c0a599ce8a885a4a310410,5f65b2d4b4b79203fd059720add4158d1d89352004c072febcd95d55e486882d
simulated_evidence_v1__9FO9_33_hp_nmr_A__unpaired_nucleotide_evidence__density_10__seed_103__noise_00,9FO9_33_hp_nmr_A,33,UNPAIRED_NUCLEOTIDE_EVIDENCE,10,103,0,11,1,0,a54c0290b27e875cde30eb66a1ace1d92e5dd6a3e4c0a599ce8a885a4a310410,52093e3248c2b2c6e33cb3a31a2d4022774e965fbf0ba276d945ceaff72e1c3e
simulated_evidence_v1__9FO9_33_hp_nmr_A__unpaired_nucleotide_evidence__density_10__seed_107__noise_00,9FO9_33_hp_nmr_A,33,UNPAIRED_NUCLEOTIDE_EVIDENCE,10,107,0,11,1,0,a54c0290b27e875cde30eb66a1ace1d92e5dd6a3e4c0a599ce8a885a4a310410,8086809d6b9ab95b3ebf6ab34f4f00b3e670f0d3cf2d6bc39e7e22ae6b321275
simulated_evidence_v1__9FO9_33_hp_nmr_A__unpaired_nucleotide_evidence__density_10__seed_109__noise_00,9FO9_33_hp_nmr_A,33,UNPAIRED_NUCLEOTIDE_EVIDENCE,10,109,0,11,1,0,a54c0290b27e875cde30eb66a1ace1d92e5dd6a3e4c0a599ce8a885a4a310410,707bf836e0df342e741e8d21fe8e241c8d657cdf7b13b4b33540aa6ef656f06f
simulated_evidence_v1__9FO9_33_hp_nmr_A__unpaired_nucleotide_evidence__density_10__seed_113__noise_00,9FO9_33_hp_nmr_A,33,UNPAIRED_NUCLEOTIDE_EVIDENCE,10,113,0,11,1,0,a54c0290b27e875cde30eb66a1ace1d92e5dd6a3e4c0a599ce8a885a4a310410,8a1f3174a395d64575d33b066a50be26322a5ee71a71787c8d80ef97c32316b7
simulated_evidence_v1__9FO9_33_hp_nmr_A__unpaired_nucleotide_evidence__density_20__seed_101__noise_00,9FO9_33_hp_nmr_A,33,UNPAIRED_NUCLEOTIDE_EVIDENCE,20,101,0,11,2,0,a54c0290b27e875cde30eb66a1ace1d92e5dd6a3e4c0a599ce8a885a4a310410,8f2db4135502b71bbd138271a73e79c2abb16ee2e07d3becb1288e6440888274
simulated_evidence_v1__9FO9_33_hp_nmr_A__unpaired_nucleotide_evidence__density_20__seed_103__noise_00,9FO9_33_hp_nmr_A,33,UNPAIRED_NUCLEOTIDE_EVIDENCE,20,103,0,11,2,0,a54c0290b27e875cde30eb66a1ace1d92e5dd6a3e4c0a599ce8a885a4a310410,cb6c2cc128aba75fd602b3892d2ff6631104942ad0deb3be0683537710580721
simulated_evidence_v1__9FO9_33_hp_nmr_A__unpaired_nucleotide_evidence__density_20__seed_107__noise_00,9FO9_33_hp_nmr_A,33,UNPAIRED_NUCLEOTIDE_EVIDENCE,20,107,0,11,2,0,a54c0290b27e875cde30eb66a1ace1d92e5dd6a3e4c0a599ce8a885a4a310410,3a73f59890a9864ea1f39b74db71f5b4c22beb2327214b8168c10fcb872c8de8
simulated_evidence_v1__9FO9_33_hp_nmr_A__unpaired_nucleotide_evidence__density_20__seed_109__noise_00,9FO9_33_hp_nmr_A,33,UNPAIRED_NUCLEOTIDE_EVIDENCE,20,109,0,11,2,0,a54c0290b27e875cde30eb66a1ace1d92e5dd6a3e4c0a599ce8a885a4a310410,a6adb3283816c9f5fbe631af8a9cc6d66045d7bea35c3a82513d81886e72cb1e
simulated_evidence_v1__9FO9_33_hp_nmr_A__unpaired_nucleotide_evidence__density_20__seed_113__noise_00,9FO9_33_hp_nmr_A,33,UNPAIRED_NUCLEOTIDE_EVIDENCE,20,113,0,11,2,0,a54c0290b27e875cde30eb66a1ace1d92e5dd6a3e4c0a599ce8a885a4a310410,bb1ff0c2820ebe6d1b766610237b6f5b46ece50961e4c80e37d5acb7d62dde65
simulated_evidence_v1__9FO9_33_hp_nmr_A__unpaired_nucleotide_evidence__density_50__seed_101__noise_00,9FO9_33_hp_nmr_A,33,UNPAIRED_NUCLEOTIDE_EVIDENCE,50,101,0,11,6,0,a54c0290b27e875cde30eb66a1ace1d92e5dd6a3e4c0a599ce8a885a4a310410,9ac6df41b42a2a0a8a190ea62c6ce8076ee94192516bf7f6608715421736a19c
simulated_evidence_v1__9FO9_33_hp_nmr_A__unpaired_nucleotide_evidence__density_50__seed_103__noise_00,9FO9_33_hp_nmr_A,33,UNPAIRED_NUCLEOTIDE_EVIDENCE,50,103,0,11,6,0,a54c0290b27e875cde30eb66a1ace1d92e5dd6a3e4c0a599ce8a885a4a310410,6c85458504e48b13e0d3cb91eac6a9ec0bada2f2f7946b15eed7c95f6fa800b9
simulated_evidence_v1__9FO9_33_hp_nmr_A__unpaired_nucleotide_evidence__density_50__seed_107__noise_00,9FO9_33_hp_nmr_A,33,UNPAIRED_NUCLEOTIDE_EVIDENCE,50,107,0,11,6,0,a54c0290b27e875cde30eb66a1ace1d92e5dd6a3e4c0a599ce8a885a4a310410,f289ef84fe5a41befb7d45fa30d64f8549e1de0082e6fda74c556c653b3768fd
simulated_evidence_v1__9FO9_33_hp_nmr_A__unpaired_nucleotide_evidence__density_50__seed_109__noise_00,9FO9_33_hp_nmr_A,33,UNPAIRED_NUCLEOTIDE_EVIDENCE,50,109,0,11,6,0,a54c0290b27e875cde30eb66a1ace1d92e5dd6a3e4c0a599ce8a885a4a310410,6d108a6ef8f053a5dae11130468a154c2c31ed587be1a4bd041e1bc9e77d23f8
simulated_evidence_v1__9FO9_33_hp_nmr_A__unpaired_nucleotide_evidence__density_50__seed_113__noise_00,9FO9_33_hp_nmr_A,33,UNPAIRED_NUCLEOTIDE_EVIDENCE,50,113,0,11,6,0,a54c0290b27e875cde30eb66a1ace1d92e5dd6a3e4c0a599ce8a885a4a310410,9476f5b8f1ccdce5ea8234cc506123d5116c0db347a854149ed9f1b01672d422
simulated_evidence_v1__9G7C_224_4wj_cryoEM_A__positive_pair_evidence__density_00__seed_101__noise_00,9G7C_224_4wj_cryoEM_A,224,POSITIVE_PAIR_EVIDENCE,0,101,0,60,0,0,3f86b2b98c0324f1bd85d0f688e67425ae5b46a1c4e7e87936589b59541cffd8,93d2feef2f6023cdff36a7d85218546789d2b62a22fa92c37d78be2c6d32fa58
simulated_evidence_v1__9G7C_224_4wj_cryoEM_A__positive_pair_evidence__density_00__seed_103__noise_00,9G7C_224_4wj_cryoEM_A,224,POSITIVE_PAIR_EVIDENCE,0,103,0,60,0,0,3f86b2b98c0324f1bd85d0f688e67425ae5b46a1c4e7e87936589b59541cffd8,589f9bcd170803b63ca2376d7f992265d33b5af26dcc58eebe0d77f9b8792f57
simulated_evidence_v1__9G7C_224_4wj_cryoEM_A__positive_pair_evidence__density_00__seed_107__noise_00,9G7C_224_4wj_cryoEM_A,224,POSITIVE_PAIR_EVIDENCE,0,107,0,60,0,0,3f86b2b98c0324f1bd85d0f688e67425ae5b46a1c4e7e87936589b59541cffd8,64e67399ea426cf33ef3d3e0ec68a7d4bba4e3dbdc529ea5ef40bf877624e9af
simulated_evidence_v1__9G7C_224_4wj_cryoEM_A__positive_pair_evidence__density_00__seed_109__noise_00,9G7C_224_4wj_cryoEM_A,224,POSITIVE_PAIR_EVIDENCE,0,109,0,60,0,0,3f86b2b98c0324f1bd85d0f688e67425ae5b46a1c4e7e87936589b59541cffd8,55f18f8a9b1b85ebab2423705b53a1719a2c8d2cb942346ea1c8d45184548214
simulated_evidence_v1__9G7C_224_4wj_cryoEM_A__positive_pair_evidence__density_00__seed_113__noise_00,9G7C_224_4wj_cryoEM_A,224,POSITIVE_PAIR_EVIDENCE,0,113,0,60,0,0,3f86b2b98c0324f1bd85d0f688e67425ae5b46a1c4e7e87936589b59541cffd8,4ab7ba65f9c8affb4e493b27f834ab87cfeefad42bc9421fb7d55cedc166ac72
simulated_evidence_v1__9G7C_224_4wj_cryoEM_A__positive_pair_evidence__density_01__seed_101__noise_00,9G7C_224_4wj_cryoEM_A,224,POSITIVE_PAIR_EVIDENCE,1,101,0,60,1,0,3f86b2b98c0324f1bd85d0f688e67425ae5b46a1c4e7e87936589b59541cffd8,0fd6df58c932ed078fc1cc9a4db2c6a98fdc4c504f87f9416cc686706e9e9a60
simulated_evidence_v1__9G7C_224_4wj_cryoEM_A__positive_pair_evidence__density_01__seed_103__noise_00,9G7C_224_4wj_cryoEM_A,224,POSITIVE_PAIR_EVIDENCE,1,103,0,60,1,0,3f86b2b98c0324f1bd85d0f688e67425ae5b46a1c4e7e87936589b59541cffd8,3bce95175829fe6888ec41a60186c2d17f3b32216f545aeb6eab02d2d8bdaf38
simulated_evidence_v1__9G7C_224_4wj_cryoEM_A__positive_pair_evidence__density_01__seed_107__noise_00,9G7C_224_4wj_cryoEM_A,224,POSITIVE_PAIR_EVIDENCE,1,107,0,60,1,0,3f86b2b98c0324f1bd85d0f688e67425ae5b46a1c4e7e87936589b59541cffd8,e9bf54dd9285a44cc0779a2c97181ffe9c032e8e9a68455f2dd5a7c23b1c712c
simulated_evidence_v1__9G7C_224_4wj_cryoEM_A__positive_pair_evidence__density_01__seed_109__noise_00,9G7C_224_4wj_cryoEM_A,224,POSITIVE_PAIR_EVIDENCE,1,109,0,60,1,0,3f86b2b98c0324f1bd85d0f688e67425ae5b46a1c4e7e87936589b59541cffd8,670f887ccf171214956084a5608ff3b44d645b4e89168d16c1de648919392d82
simulated_evidence_v1__9G7C_224_4wj_cryoEM_A__positive_pair_evidence__density_01__seed_113__noise_00,9G7C_224_4wj_cryoEM_A,224,POSITIVE_PAIR_EVIDENCE,1,113,0,60,1,0,3f86b2b98c0324f1bd85d0f688e67425ae5b46a1c4e7e87936589b59541cffd8,eb43d67307ec1a4fd8ccafb6e9218c21ef2fe8444f94f49e0b704ba60871aa4f
simulated_evidence_v1__9G7C_224_4wj_cryoEM_A__positive_pair_evidence__density_05__seed_101__noise_00,9G7C_224_4wj_cryoEM_A,224,POSITIVE_PAIR_EVIDENCE,5,101,0,60,3,0,3f86b2b98c0324f1bd85d0f688e67425ae5b46a1c4e7e87936589b59541cffd8,e5b16702517f82f71da42451e0b81f1dea5169005c4c2ecc150c8e6320f521a2
simulated_evidence_v1__9G7C_224_4wj_cryoEM_A__positive_pair_evidence__density_05__seed_103__noise_00,9G7C_224_4wj_cryoEM_A,224,POSITIVE_PAIR_EVIDENCE,5,103,0,60,3,0,3f86b2b98c0324f1bd85d0f688e67425ae5b46a1c4e7e87936589b59541cffd8,c02ee49fbe51fc90ad457760a3bdddee6d5351fa3d73b78f118bb9f0d6ac2802
simulated_evidence_v1__9G7C_224_4wj_cryoEM_A__positive_pair_evidence__density_05__seed_107__noise_00,9G7C_224_4wj_cryoEM_A,224,POSITIVE_PAIR_EVIDENCE,5,107,0,60,3,0,3f86b2b98c0324f1bd85d0f688e67425ae5b46a1c4e7e87936589b59541cffd8,9edfd618774c0c286dcbcab79c13f25a0b82df5a4dcc34bb6d74323c88314abe
simulated_evidence_v1__9G7C_224_4wj_cryoEM_A__positive_pair_evidence__density_05__seed_109__noise_00,9G7C_224_4wj_cryoEM_A,224,POSITIVE_PAIR_EVIDENCE,5,109,0,60,3,0,3f86b2b98c0324f1bd85d0f688e67425ae5b46a1c4e7e87936589b59541cffd8,fbcd3a4e615458031986f041035c22b153819b24ad56997beff84ba1b4368073
simulated_evidence_v1__9G7C_224_4wj_cryoEM_A__positive_pair_evidence__density_05__seed_113__noise_00,9G7C_224_4wj_cryoEM_A,224,POSITIVE_PAIR_EVIDENCE,5,113,0,60,3,0,3f86b2b98c0324f1bd85d0f688e67425ae5b46a1c4e7e87936589b59541cffd8,e7cc64552221d27c3804015e6682720ac70b853d4b22d181cfe6403e08b478f3
simulated_evidence_v1__9G7C_224_4wj_cryoEM_A__positive_pair_evidence__density_10__seed_101__noise_00,9G7C_224_4wj_cryoEM_A,224,POSITIVE_PAIR_EVIDENCE,10,101,0,60,6,0,3f86b2b98c0324f1bd85d0f688e67425ae5b46a1c4e7e87936589b59541cffd8,016df834a2feda55f5edcea7e55b851982ef57018b6f01c5312e57671c1200c7
simulated_evidence_v1__9G7C_224_4wj_cryoEM_A__positive_pair_evidence__density_10__seed_103__noise_00,9G7C_224_4wj_cryoEM_A,224,POSITIVE_PAIR_EVIDENCE,10,103,0,60,6,0,3f86b2b98c0324f1bd85d0f688e67425ae5b46a1c4e7e87936589b59541cffd8,2d4e4a7cadae4d0d48bb7953a4ea3fbb942561d51ac754fc7babb934d9b2c6d8
simulated_evidence_v1__9G7C_224_4wj_cryoEM_A__positive_pair_evidence__density_10__seed_107__noise_00,9G7C_224_4wj_cryoEM_A,224,POSITIVE_PAIR_EVIDENCE,10,107,0,60,6,0,3f86b2b98c0324f1bd85d0f688e67425ae5b46a1c4e7e87936589b59541cffd8,c08bae4c0cee4b913e18331e2429c61fbbaa857b6b9721b09bbd93049858d589
simulated_evidence_v1__9G7C_224_4wj_cryoEM_A__positive_pair_evidence__density_10__seed_109__noise_00,9G7C_224_4wj_cryoEM_A,224,POSITIVE_PAIR_EVIDENCE,10,109,0,60,6,0,3f86b2b98c0324f1bd85d0f688e67425ae5b46a1c4e7e87936589b59541cffd8,c7c09e5186eb74efe5d842331c3d645981bc95345bc1dfa9e44538594422b7a3
simulated_evidence_v1__9G7C_224_4wj_cryoEM_A__positive_pair_evidence__density_10__seed_113__noise_00,9G7C_224_4wj_cryoEM_A,224,POSITIVE_PAIR_EVIDENCE,10,113,0,60,6,0,3f86b2b98c0324f1bd85d0f688e67425ae5b46a1c4e7e87936589b59541cffd8,e0ce6fcd43675655372fc5fa0d3991f18b875f5d30f6d99f44fde9d1c785f028
simulated_evidence_v1__9G7C_224_4wj_cryoEM_A__positive_pair_evidence__density_20__seed_101__noise_00,9G7C_224_4wj_cryoEM_A,224,POSITIVE_PAIR_EVIDENCE,20,101,0,60,12,0,3f86b2b98c0324f1bd85d0f688e67425ae5b46a1c4e7e87936589b59541cffd8,a13fd9082944de18d5a50496ea8116de3ea6910c1b1f5b94fd509a2da9b84450
simulated_evidence_v1__9G7C_224_4wj_cryoEM_A__positive_pair_evidence__density_20__seed_103__noise_00,9G7C_224_4wj_cryoEM_A,224,POSITIVE_PAIR_EVIDENCE,20,103,0,60,12,0,3f86b2b98c0324f1bd85d0f688e67425ae5b46a1c4e7e87936589b59541cffd8,d449c45b0e158fc3101b62c3acf940748fe34808093c98e5943b14c342382bf8
simulated_evidence_v1__9G7C_224_4wj_cryoEM_A__positive_pair_evidence__density_20__seed_107__noise_00,9G7C_224_4wj_cryoEM_A,224,POSITIVE_PAIR_EVIDENCE,20,107,0,60,12,0,3f86b2b98c0324f1bd85d0f688e67425ae5b46a1c4e7e87936589b59541cffd8,e5c392bfd3fd732d7e748089f0b80fc432a806514b7f28060160123a5abc4102
simulated_evidence_v1__9G7C_224_4wj_cryoEM_A__positive_pair_evidence__density_20__seed_109__noise_00,9G7C_224_4wj_cryoEM_A,224,POSITIVE_PAIR_EVIDENCE,20,109,0,60,12,0,3f86b2b98c0324f1bd85d0f688e67425ae5b46a1c4e7e87936589b59541cffd8,3e8b51cfdfc3bf245c0fe4143dab5f7feea7f08b4af6b166f914ba4aa6322ef0
simulated_evidence_v1__9G7C_224_4wj_cryoEM_A__positive_pair_evidence__density_20__seed_113__noise_00,9G7C_224_4wj_cryoEM_A,224,POSITIVE_PAIR_EVIDENCE,20,113,0,60,12,0,3f86b2b98c0324f1bd85d0f688e67425ae5b46a1c4e7e87936589b59541cffd8,94d42d48c320caff9111a5069359165822dbafc53b2dcfe8c6be79e7e45a32bb
simulated_evidence_v1__9G7C_224_4wj_cryoEM_A__positive_pair_evidence__density_50__seed_101__noise_00,9G7C_224_4wj_cryoEM_A,224,POSITIVE_PAIR_EVIDENCE,50,101,0,60,30,0,3f86b2b98c0324f1bd85d0f688e67425ae5b46a1c4e7e87936589b59541cffd8,22e9d7f7f8374c7bcfc4a0916d3e4e89339348cd3938293d267af78db5e205b2
simulated_evidence_v1__9G7C_224_4wj_cryoEM_A__positive_pair_evidence__density_50__seed_103__noise_00,9G7C_224_4wj_cryoEM_A,224,POSITIVE_PAIR_EVIDENCE,50,103,0,60,30,0,3f86b2b98c0324f1bd85d0f688e67425ae5b46a1c4e7e87936589b59541cffd8,c0da82d2383f74f90abd855cded1a990fd11830ba57146695e72c0b59eee0b8d
simulated_evidence_v1__9G7C_224_4wj_cryoEM_A__positive_pair_evidence__density_50__seed_107__noise_00,9G7C_224_4wj_cryoEM_A,224,POSITIVE_PAIR_EVIDENCE,50,107,0,60,30,0,3f86b2b98c0324f1bd85d0f688e67425ae5b46a1c4e7e87936589b59541cffd8,ec5ff58a652c40c29b07f3b205a008213a89764eebfd9adb5f21dbe790602871
simulated_evidence_v1__9G7C_224_4wj_cryoEM_A__positive_pair_evidence__density_50__seed_109__noise_00,9G7C_224_4wj_cryoEM_A,224,POSITIVE_PAIR_EVIDENCE,50,109,0,60,30,0,3f86b2b98c0324f1bd85d0f688e67425ae5b46a1c4e7e87936589b59541cffd8,46e4140493c112e970d5cef5314cb090e95bb8b5a53ddd083cd6715d0cb11349
simulated_evidence_v1__9G7C_224_4wj_cryoEM_A__positive_pair_evidence__density_50__seed_113__noise_00,9G7C_224_4wj_cryoEM_A,224,POSITIVE_PAIR_EVIDENCE,50,113,0,60,30,0,3f86b2b98c0324f1bd85d0f688e67425ae5b46a1c4e7e87936589b59541cffd8,06c2f32a842cfb0d42f61de05f9730378e09bcb8395e4c548b2e019861f627ac
simulated_evidence_v1__9G7C_224_4wj_cryoEM_A__unpaired_nucleotide_evidence__density_00__seed_101__noise_00,9G7C_224_4wj_cryoEM_A,224,UNPAIRED_NUCLEOTIDE_EVIDENCE,0,101,0,104,0,0,3f86b2b98c0324f1bd85d0f688e67425ae5b46a1c4e7e87936589b59541cffd8,18ade9d57ab4d877d6630be3404a8c921ce6a04a216a16a799ab5dbd04e7053f
simulated_evidence_v1__9G7C_224_4wj_cryoEM_A__unpaired_nucleotide_evidence__density_00__seed_103__noise_00,9G7C_224_4wj_cryoEM_A,224,UNPAIRED_NUCLEOTIDE_EVIDENCE,0,103,0,104,0,0,3f86b2b98c0324f1bd85d0f688e67425ae5b46a1c4e7e87936589b59541cffd8,0e7e7d2f1166595a829cbd07df2ea401a4219f0fd8f020bc0af8876d8dad7e21
simulated_evidence_v1__9G7C_224_4wj_cryoEM_A__unpaired_nucleotide_evidence__density_00__seed_107__noise_00,9G7C_224_4wj_cryoEM_A,224,UNPAIRED_NUCLEOTIDE_EVIDENCE,0,107,0,104,0,0,3f86b2b98c0324f1bd85d0f688e67425ae5b46a1c4e7e87936589b59541cffd8,96a651c6de85d21a0d316ea3768b2e0c4d3c906a4c83bd9845bdc90f4f891709
simulated_evidence_v1__9G7C_224_4wj_cryoEM_A__unpaired_nucleotide_evidence__density_00__seed_109__noise_00,9G7C_224_4wj_cryoEM_A,224,UNPAIRED_NUCLEOTIDE_EVIDENCE,0,109,0,104,0,0,3f86b2b98c0324f1bd85d0f688e67425ae5b46a1c4e7e87936589b59541cffd8,9545fdde00f101c62ebbda99f54a1db034616a6d56ee4fbe88b152864e003c3e
